TABLE,"QQ(kt,t,v)",,,Y1,Y2,Y3,X1,X2,X3,X4,X5,F1,F2
,2549,.,85,4073624000,48879.4,19146.5,354425137,304,43183724200000,0,0,25745.39,0
,2554,.,85,3334655000,51011.77,10224,200616344,210,34380188800000,0,0,26838.8,0
,2642,.,85,1428566000,24166.88,4282.78,89554759,134,14818546000000,46368000000,0,12718.14,6.668137
,2706,.,85,2122128000,13881.12,8569.28,72279744,105,20627493000000,41633676000,0,7302.85,2.113561
,2718,.,85,2277912000,15043.52,6629.95,192167313,152,21979780600000,164689198800,0,7911.86,8.394708
,2721,.,85,2099873000,14467.47,6022.55,155096542,146,20425830400000,87115211400,0,7620.55,4.46527
,2727,.,85,9168595000,58681.52,24879.96,294464930,189,82757729400000,227847942000,0,30884.69,11.639471
,2790,.,85,449182900,5202.45,1239.17,34329047,57,5913038600000,0,0,3471.43,0
,2850,.,85,14836873000,167495.23,69298.91,472280485,537,144998531000000,87742859400,0,88188.8,8.823374
,2864,.,85,2621103100,71086.94,13430.62,204926497,289,29018544800000,20844205200,0,37406.08,2.250496
,2872,.,85,7298746000,248057.51,42579.78,364694394,382,69585353400000,262183723200,0,130507.99,28.620893
,2876,.,85,7924170000,216344.82,49594.25,294362526,338,77270329400000,22848000000,0,113902.2,1.786108
,3098,.,85,1429998000,2982.3,7982.46,219015122,228,16886212400000,158851744800,0,11197.39,6.776792
,3130,.,85,1177933000,15729.83,4585.44,105604887,106,13346732800000,149781357600,0,8262,19.275083
,3131,.,85,3931272000,62536.5,14755.17,184088944,143,40196893200000,248464036800,0,32885.68,31.926681
,3138,.,85,1772682000,23643.82,9441.35,138260545,173,20579913400000,50537718000,0,12446.94,3.311742
,3140,.,85,8937865000,128946.69,27129.67,282201379,211,90285381200000,524778168600,0,67797.85,13.485116
,3149,.,85,9753995000,104107.58,27595.02,284974344,194,92796914000000,538273302000,0,54902.03,15.092613
,3178,.,85,2208604000,30969.02,9987.12,87663557,84,22657166000000,27921600000,0,16292.11,2.14333
,3297,.,85,3133120000,29882.19,13539.95,125659089,89,31282128600000,279317505600,0,15703.81,14.318633
,3497,.,85,6330736000,40378.96,17498.61,173176633,256,69707012200000,0,558950000000,26794.92,0
,3644,.,85,488829000,2547.1,1834.02,55825554,108,5748606600000,29400000000,0,1340.13,2.232635
,3775,.,85,3610499000,18485.07,14467.68,163309958,174,34083245600000,43911348600,0,9771.73,1.116318
,3776,.,85,1317808000,9220.61,5781.24,132185752,131,13130418000000,207064158000,0,4851.44,5.298787
,3788,.,85,2392297000,15589.83,7489.55,176454127,206,25718863600000,216224832600,0,8192.98,8.603087
,3796,.,85,1058480000,7272.27,4870.25,86831307,131,11037689400000,70560000000,0,3823.7,3.572216
,3936,.,85,1378300000,8395.31,6435.47,133056759,132,13447150200000,30786756000,0,4431.48,5.522051
,3945,.,85,397881000,3884.13,2225.82,77636453,83,5087173400000,18950400000,0,2042.22,0.904961
,3946,.,85,903630000,9577.73,6144.31,82349215,80,9830768800000,22503600000,0,5030.26,1.696803
,3947,.,85,4642436000,153631.94,31336.7,178702887,247,45116693200000,18089395800,0,80840.95,0.305127
,3948,.,85,8454774000,100404.92,37857.19,334686021,259,82874743000000,351244336800,0,52933.66,4.533738
,4054,.,85,1074393000,25019.67,8933.15,50712346,61,11026686800000,592368000,0,13164.72,0.044653
,4072,.,85,1030130000,22416.85,5573.06,113742150,160,11804965600000,93895200000,0,11780.35,4.822492
,4158,.,85,4881023000,29044.78,27750.8,212978401,308,55451896400000,108528151200,0,16599.61,8.394708
,4162,.,85,3996256000,18508.38,15854.62,177091090,255,40603094000000,55860046200,127490000000,14383.1,4.228611
,6002,.,85,4792413000,21532.24,14551.23,361714701,330,46941401600000,531661372200,0,11313.6,18.356725
,6004,.,85,7189766000,35138.15,26896.67,408308525,257,72089403800000,228589200000,0,81953.65,10.916097
,6016,.,85,1944859000,8564.31,7328.03,158517044,114,20088068000000,24080893200,0,32160.7,1.000221
,6017,.,85,4303296000,13831.27,9944.55,345844371,243,43712277200000,136785982200,0,35830.32,5.667916
,6095,.,85,4675830000,14257.56,20366.97,219900440,264,48495545200000,21508456200,0,8145.9,1.107387
,6139,.,85,7848961000,34019.23,54971.93,213264832,132,80835383800000,162288000000,0,19434.8,4.108049
,6146,.,85,13856839000,38152.61,41954.82,431958781,700,156526479400000,537289200000,0,87748.37,68.988423
,6147,.,85,13159790000,81727.7,42454.31,320580087,528,148148032600000,541346400000,0,66157.47,69.509372
,6155,.,85,5899148000,58019.9,20647.14,248868032,270,57795830400000,64444800000,0,30425.16,8.335171
,6178,.,85,4002559000,11757.59,12845.33,132003558,121,37606760800000,44368800000,0,6163.92,1.131202
,6193,.,85,6895029000,20399.48,29166.31,193287532,165,69381191600000,0,281409600000,11656.8,0
,6248,.,85,3007481000,11548.75,21047.17,203859974,123,31974846800000,97338192000,0,6502.84,7.590959
,6264,.,85,7073740000,30198.94,20395.39,318240693,247,66429386400000,246342423600,0,15880.8,12.681367
,8042,.,85,11472489000,72843.03,45766.97,272082853,182,103845577000000,168998142600,0,38365.39,8.662624
,8102,.,85,12241363000,355523.62,60190.18,486415851,365,123518626600000,192532418400,0,187084.26,15.400717
,8226,.,85,3205023000,40985.83,9905.16,169815462,161,32410648600000,151196262000,0,21629.96,3.563286
,,,,,,,,,,,,,
,3,.,86,9293690000,53625.56,28224.71,350475117.7,455,90038790400000,47417302800,685582800000,28298.37,3.535006
,8,.,86,7094660000,70894.71,23788.94,331892954.6,541,74884378800000,127177079400,0,37291.27,6.444873
,470,.,86,3442728000,12151.81,15985.79,168000210.5,110,35626087600000,84801297000,15830100000,6925.96,8.970728
,602,.,86,3527121000,18768.65,10833.53,225440242.6,120,35716566000000,184237800600,0,9838.5,6.605623
,641,.,86,3606155000,85072.3,16284.71,262380421.3,226,38001774000000,30458400000,925800000000,44743.29,10.939912
,708,.,86,4987171000,67550.2,22809.24,182100681.9,306,52001920000000,71870400000,0,35597.2,3.506725
,709,.,86,9816280000,104110.39,47094.19,298978496.8,476,106480818600000,49320600000,0,54825.73,6.325799
,728,.,86,6357822000,127545.64,21583.77,287177202.3,439,66798947000000,89905200000,0,67058.67,4.584344
,856,.,86,3451566000,22269,14394.58,186006632.3,153,34023845400000,37670829000,0,11691.05,2.356174
,861,.,86,3752825000,136397.12,31885.77,219609504.5,290,40513349000000,32017330800,0,71723.24,1.0672
,862,.,86,729880500,18221.24,3783.8,88092714.35,102,7901307800000,10451322000,0,9591.26,0.398897
,863,.,86,1023992500,23714.63,3661.96,68170325.38,93,10759707400000,13701139200,0,12471.42,0.552205
,864,.,86,1307216900,30111.24,4476.78,132947281.2,147,13117456800000,169616886600,0,15862.7,7.863341
,876,.,86,4976267000,171637.09,44489.74,265919434.5,333,55367771000000,0,75589700000,90308.34,0
,879,.,86,5183356000,27256.28,26493.28,569143889.4,417,59029449200000,0,112700000000,15575,0
,887,.,86,5261067000,88927.97,17769.16,364402140.8,363,55077588800000,36429334200,0,46828.76,2.156725
,889,.,86,10312760300,260287.25,64590.32,346279728.7,266,103637545600000,103488000000,0,136933.95,5.23925
,983,.,86,9733628000,264459.55,65205.05,342326565,389,94993072600000,13708800000,0,139170.77,1.071665
,988,.,86,3685694000,62700.34,21311.19,329595307.9,325,35294225600000,202324861200,0,33037.78,16.828115
,991,.,86,594135000,14865.37,2231.17,111942125.6,95,6693322800000,54877200000,0,7818.56,4.197354
,994,.,86,8450035000,103936.9,26941.9,546807091.1,324,88954617200000,165215400000,0,99008.01,12.636714
,1004,.,86,58946500,1693.16,398.4,65574795.52,73,786292800000,14960400000,0,890.18,1.16097
,1008,.,86,1441707600,40460.63,7479.15,143860537.5,163,15660260200000,140973000000,0,21291.93,10.939912
,1012,.,86,1409182330,39973.33,7391.77,100087561.9,75,14432977200000,1742580000,13104000000,21026.9,0.089305
,1047,.,86,1221574548,7527.87,8844.38,94328097.6,55,13966126200000,39984000000,0,4165.39,5.060639
,1250,.,86,1251918000,4307.06,5258.1,115578927.6,135,14966691400000,0,377523200000,4857.78,0
,1355,.,86,3081035000,61285.93,11775.98,128528747.5,138,34028056200000,45864000000,0,32199.12,4.643881
,1356,.,86,6936212000,77169.43,24831.48,393695398.5,233,73009945400000,175546560000,0,40606.34,8.990077
,1357,.,86,923301000,19194.28,4998.05,72527937.46,106,10662108400000,8719200000,0,10127.76,0.446527
,1364,.,86,6795405000,20114.53,27209.62,335274247.1,521,70266927600000,184044000000,183372500000,102481.32,10.249283
,1570,.,86,389508000,3420.21,1428.91,59263590.4,64,4241168000000,22503600000,0,1800,1.696803
,1606,.,86,1078095000,10402.27,4336.61,38088797.68,68,10431038800000,0,0,5477.99,0
,1695,.,86,2029514000,13259.21,6335.34,150498959.3,192,20503440800000,44368800000,0,6959.08,5.656009
,1745,.,86,3155324000,19903.45,10105.73,357531591.8,315,34418080800000,190736956200,0,10492.56,13.48065
,1943,.,86,243964800,2692.26,1256.16,43909965.45,38,3057446400000,1764000000,0,1795.78,0.178611
,2080,.,86,1703623000,73983.19,7123.04,106572404.4,160,18470506000000,64639260000,0,41298.5,4.911797
,2103,.,86,11133609000,239124.95,37357.01,535756062.1,486,112077804000000,302660400000,0,125911.65,39.145535
,2107,.,86,3939674000,92361.79,30195.62,206068597.7,265,41498728200000,25893000000,0,48589.98,3.348953
,2526,.,86,538564200,9434.03,2402.84,81246431.69,86,6312838800000,58035600000,0,4961.17,1.958765
,2527,.,86,678045499,11458.61,3421.49,80401748.12,95,7416415000000,68722500000,0,6021.33,8.856119
,2535,.,86,1390678700,19457.47,4181.52,90117440.81,83,13166417000000,20210118600,0,10229.61,2.604741
,2549,.,86,3224730000,39492.83,14342.6,361572602.1,306,33725528400000,0,0,20804.18,0
,2554,.,86,2957508000,41200.55,8831.25,203747377.2,214,30077247200000,0,0,21686.04,0
,2642,.,86,936994000,16700.41,2861.23,90739289.75,133,9942671800000,51584400000,0,8780.4,5.431257
,2706,.,86,2444484000,15834.5,10144.63,72314618.92,105,24578320400000,43286367600,0,8297.1,2.202867
,2718,.,86,2284077000,16339.09,6694.09,192901529.3,156,22300190600000,125680833600,0,8578.79,6.400221
,2721,.,86,2327086000,17223.76,6886.38,154979685.2,145,23076960000000,59173245600,0,9083.25,3.036384
,2727,.,86,9552389000,60945.01,25860.45,295699700.7,196,86332113200000,212839678800,0,32099.22,10.895259
,2790,.,86,281202100,2955.75,787.64,34352270.61,52,3763289600000,0,0,1969.1,0
,2850,.,86,14909797000,173494.72,69339.41,474723247.9,540,146273266800000,85450293600,0,91392.05,8.348567
,2864,.,86,2384956500,62652.51,12423.97,205698523.1,282,27146231200000,19063228800,0,32951.7,2.079327
,2872,.,86,7924856000,275311.78,44981.03,365581239.6,377,75871852400000,246861434400,0,144880.15,26.522216
,2876,.,86,7381259000,208739.05,47011.7,294694332,338,73139117800000,19992000000,0,109864.6,1.562845
,3098,.,86,1710661000,3847.15,9442.84,219612986.6,231,20158381400000,130014078600,0,14463.23,9.473815
,3130,.,86,1225454000,15879.55,4571.18,106513028.8,105,13689710800000,190262805600,0,8344.24,24.484564
,3131,.,86,3805002000,58448.27,14108.64,191374696.7,144,38599104000000,279999644400,0,30716.4,36.243109
,3138,.,86,1860936000,25351.09,9950.28,138748074.6,176,21965391800000,33959028600,0,13355.97,1.951323
,3140,.,86,8848237000,123515.56,26588.63,285131243.5,211,87874729200000,324506691600,0,64995.39,11.627563
,3149,.,86,9324038000,105086.67,26656.2,287896268.1,190,89170441000000,439863127200,0,55365.96,16.27591
,3178,.,86,2445425000,34385.39,11136.86,87758123.18,85,25271085600000,18032700000,0,18069.2,1.384234
,3297,.,86,2795964000,27156.89,11795.66,126553557.5,90,27456194000000,233409859200,0,14258.82,11.907387
,3497,.,86,7637181000,62431.12,21033.48,173176927.2,256,82246914800000,0,782732100000,41626.24,0
,3644,.,86,1016795000,5211.17,3690.97,56165631,106,11577937400000,19992000000,0,2737.22,1.518192
,3775,.,86,2628321000,14449.18,10720.28,163885118.3,179,25057669800000,34714386000,0,7599.54,0.87817
,3776,.,86,990150000,11170.82,6527.74,132516855.3,131,15861971000000,136021410000,0,5879.35,3.453142
,3788,.,86,2004791000,13527.86,6226.01,178684907.8,211,21290675600000,158628514800,0,7119.59,4.063396
,3796,.,86,1309382000,8529.33,5950.12,87322388.24,140,13489072400000,41160000000,0,4486.98,2.083793
,3936,.,86,1580809000,8864.41,7193.98,132571811.2,137,15176548400000,37694592600,0,4641.27,6.376406
,3945,.,86,354501000,3099.77,1968.7,77937234.76,79,4424152400000,9475200000,0,1635.86,0.714443
,3946,.,86,740826000,7924.07,4694.47,82662438.24,79,7958652600000,21911400000,0,4169.47,1.65215
,3947,.,86,4580917000,146083.95,30559.5,178827745.6,245,44240664000000,17494327200,0,76919,0.168192
,3948,.,86,7407524000,81852.54,33772.37,335208043.6,254,73220697400000,332313979200,0,43100.29,3.826736
,4054,.,86,994893000,18902.71,8070.25,50996829.09,60,10200758000000,1176000000,0,9948.81,0.089305
,4072,.,86,1182113000,24576.73,6448.19,117237888.7,164,13369942000000,126352800000,0,12911.94,6.489526
,4158,.,86,4097987000,23976.91,23488.82,213803751.8,279,46592658000000,49068579000,0,13661.84,3.79548
,4162,.,86,2861524000,13350.01,11694.56,179883810.8,230,29824525400000,74675949600,144447300000,10062.33,5.685777
,6002,.,86,4440395000,19490.59,13596.12,364794088.7,332,43933303800000,626442591600,0,10212.64,29.835447
,6004,.,86,6820354000,31639.68,26333.64,409062755.8,257,68903194400000,300837600000,0,74908.8,22.683572
,6016,.,86,1598528000,7118.56,6030.94,158842193.3,125,16564598200000,42820159200,0,26775.18,1.65215
,6017,.,86,2963483000,8154.8,7170.2,346308373,242,31778878200000,141912628200,0,25776.39,5.678335
,6095,.,86,4447882000,17035.61,19412.42,224461087.2,266,46181189600000,97078669800,0,9748,7.457001
,6139,.,86,7212789000,31129.29,48136.4,212807103,131,74369002400000,155820000000,0,17783.6,3.944322
,6146,.,86,15314013000,43277.52,45866.98,431958953,700,171967527800000,427744800000,0,99405.46,54.922822
,6147,.,86,13270109000,74120.89,43272.57,320579871.1,528,148340353200000,369784800000,0,67365.48,47.480706
,6155,.,86,5673741000,56669.87,19584.71,249033865.4,263,55700916000000,85159200000,0,29757.42,11.014333
,6178,.,86,4452831000,12550.92,15055.47,133183913.6,121,43238808000000,34444200000,0,6623.1,3.512679
,6193,.,86,6361846000,24009.24,26709.34,193443563.3,155,63182944400000,0,389656200000,13738.61,0
,6248,.,86,3567352000,13354.38,24696.1,203941933.1,117,38021830000000,75671757000,0,7631.3,6.629438
,6264,.,86,8989569000,42274.79,25604.26,318492092.4,248,83409946600000,167725908000,0,22270.13,11.654355
,8042,.,86,14200705000,91654.06,55941.96,273195441.6,183,127778597800000,93141846000,0,48306.55,4.762955
,8102,.,86,13337961000,378825.45,64714.41,487205763,363,133056431000000,153876433200,0,199123.74,13.211246
,8226,.,86,2745102000,31543.24,8239.86,174560685.7,157,27062443200000,2853228000,164582800000,16561.68,0.074421
,,,,,,,,,,,,,
,3,.,87,8753773000,54438.45,26716.02,355113815,459,84870778600000,99518819400,816732500000,28701.02,6.842282
,8,.,87,7008390000,64379.53,22128.42,337121307.1,538,69403890000000,173072919600,0,33865.36,8.871003
,470,.,87,3144349000,10143.26,14633.28,168173618.7,109,32845414800000,57767740800,10198000000,5794.5,1.473539
,602,.,87,3644755000,20755.94,11272.88,225941366.2,124,36660695400000,243330759000,0,10965.75,9.930761
,641,.,87,5317230000,129016.6,24130.2,264139425.1,237,55864568000000,45456600000,825700000000,67883.1,5.291345
,708,.,87,4958818000,70770.98,22314.79,184153938.6,314,51524148400000,53113187400,0,37225.18,2.708931
,709,.,87,9872438000,96458.89,42580.4,300519876.1,503,95804675400000,68972400000,0,50765.33,8.856119
,728,.,87,7062849000,115867.6,22532.56,287467240.6,468,71494006000000,81732000000,0,60954.94,4.167585
,856,.,87,3316843000,22285.68,14022.33,186222045.9,152,32929525600000,32580021600,0,11734.67,1.875413
,861,.,87,2960853000,109730.14,25226.4,219689955.7,290,32110731000000,67170314400,0,57748.65,3.631753
,862,.,87,364343500,9889.24,1819.16,88502488.78,101,3846665600000,20826754200,0,5207.94,1.280044
,863,.,87,570013400,13837.12,2096.27,68407919.36,92,6191936800000,25663923600,0,7271.81,1.107387
,864,.,87,1274117500,28956.47,4297.24,133731115.8,147,12599648800000,244837110000,0,15227.66,25.775028
,876,.,87,3017451000,106755.12,27405.01,270377329.2,324,34352918400000,0,36226800000,56223.22,0
,879,.,87,5370546000,24532.94,26507.61,568167949.6,401,59359610200000,0,124000000000,14035.8,0
,887,.,87,4240759000,71632.71,14516.18,364316426.5,332,45248578200000,42211768200,0,37704.24,2.933682
,889,.,87,9819826400,247719.32,62417.93,347039503.1,267,98931146800000,114660000000,0,130291.19,5.804851
,983,.,87,10027206000,266830.81,66171.65,342135211.7,393,97581649000000,6854400000,0,140453.39,0.535832
,988,.,87,2969899000,49498.23,16876.3,332026135,332,28708561000000,211475859000,0,26003.1,23.982966
,991,.,87,596977000,13789.66,2232.26,112431223.3,96,6688371200000,57796200000,0,7252.94,4.420617
,994,.,87,9170839000,84701.89,29029.12,548416489.6,327,95942152600000,157042200000,0,91402.3,12.011577
,1004,.,87,176746150,4532.68,1119.41,65722915.82,69,2177357400000,20714400000,0,2384.01,1.607497
,1008,.,87,1990639850,49756.29,10233.18,145787229.2,164,21492141600000,174346200000,0,26181.56,13.529768
,1012,.,87,1387121420,38574.99,7306.81,103454103.2,71,14545072000000,4057200000,17723200000,20302.24,0.208379
,1047,.,87,1059758000,5594.51,7709.98,94338999.86,53,12101012200000,28224000000,0,3087.32,3.572216
,1250,.,87,1300658000,5628.83,5189.64,117404491.5,135,15051251800000,0,523707700000,6191.47,0
,1355,.,87,3537584000,69339.9,12716.54,129553651.7,142,37540419200000,51744000000,0,36470.11,5.23925
,1356,.,87,8293951000,90410.77,29652.29,394290417.6,232,85418329600000,162288000000,0,47514.84,16.432194
,1357,.,87,1045012000,24191.69,5445.05,72801500.67,107,12172412600000,13524000000,0,12793.55,1.36935
,1364,.,87,6879721000,20286.18,27616.5,344903365.9,567,70938197000000,192276000000,125460000000,102898.03,11.681147
,1570,.,87,538743000,4414.19,1845.87,59801792.65,65,5749095200000,27833400000,0,2305.94,8.674531
,1606,.,87,1134652000,10951.46,4550.76,38462580.45,68,11027403200000,5216013600,0,5749.04,0.308104
,1695,.,87,2202227000,14133.68,6758.43,150545575.9,185,21841184200000,54293400000,0,7421.22,6.921169
,1745,.,87,3977766000,22514.11,11365.06,358829712.1,327,39120426200000,89756612400,0,11811.54,5.934344
,1943,.,87,45399500,704.23,243.91,43917484.24,37,683790800000,4116000000,0,470.11,0.520948
,2080,.,87,1950430000,51380.96,8214.01,109130299.1,155,21159646000000,17439786000,0,29333.5,1.339581
,2103,.,87,12378163000,264590.55,41011.49,536196287.6,483,124003631200000,265259400000,0,139229.38,34.308159
,2107,.,87,3656467000,83216.93,28620.32,206883635.3,262,39004751200000,31071600000,0,43803.88,4.018743
,2526,.,87,794220388,12468.47,2984.76,82002986,83,8492290400000,73080025200,0,6543.06,17.414553
,2527,.,87,732301100,11612.32,3061.88,80472909.17,90,8211254400000,116077500000,0,6092.91,14.958655
,2535,.,87,2155297000,28205.36,6246.41,91208452.04,82,20310460200000,13293525000,0,14864.44,1.711687
,2549,.,87,3880109000,46855.14,16443.35,370746759.4,303,39467432400000,0,0,24673.77,0
,2554,.,87,3304890000,51143.44,9979.5,207548500.8,210,34208993200000,0,0,26909.32,0
,2642,.,87,1167207000,19863.8,3518.39,91893222.33,132,12355093000000,35935200000,0,10449.3,3.783572
,2706,.,87,2246022000,18029.76,9422.14,72645270.26,101,22543435000000,58432819200,0,9463.13,2.976847
,2718,.,87,1795127000,12258.25,5295.97,194456701.7,155,17701662600000,167504181600,0,6431.63,8.54355
,2721,.,87,2447075000,18146.98,7176.13,155449417,142,24186739600000,44738240400,0,9563,2.292172
,2727,.,87,8666656000,55321.25,23699.86,296862535.9,200,79149777400000,240886665600,0,29143.55,12.324146
,2790,.,87,261839200,3508.8,737.38,38107909.7,51,3545458000000,0,3748500000,2343.15,0
,2850,.,87,14598628000,172733.68,68829.22,478236781.7,555,143826005600000,100309654200,0,90872.08,8.536108
,2864,.,87,2467925900,61334.91,12746.07,207693635.9,279,27849763200000,16724286600,0,32251.12,1.617916
,2872,.,87,8626874000,314287.19,49876.4,367360562.9,370,82382660000000,220580026800,0,165451.67,15.632911
,2876,.,87,7520957000,205645.66,47414.7,294657489.9,338,73233433800000,19992000000,0,108285.06,1.562845
,3098,.,87,1477663000,3316.1,7803.83,221556806.8,230,16990296800000,100743762000,0,12455.51,9.173153
,3130,.,87,1198173000,16075.25,4611.46,107868085,104,13499627000000,232656732000,0,8433.76,30.066152
,3131,.,87,3694687000,57187.8,13824.4,193686681.7,139,37661949400000,266378385000,0,30084.06,34.457001
,3138,.,87,1900180000,24999.8,9850.42,139539085.8,168,21720074600000,36830014200,0,13181.14,2.405292
,3140,.,87,9254329000,126356.06,27465.26,287664576.8,216,91129723000000,314754434400,0,66416.46,8.05237
,3149,.,87,9940743000,103478.28,28191.4,293240837.4,194,94715330000000,351319445400,0,54454.6,10.414498
,3178,.,87,2295196000,32402.4,10453.36,88484340.41,83,23636799400000,13370670600,0,17062.31,1.027012
,3297,.,87,3824884000,37079.51,16263.82,131895703.1,92,37804538200000,243146904000,0,19509.68,8.525689
,3497,.,87,6678077000,60300.51,18682.37,178007345.5,256,70419140000000,0,1267700000000,40297.28,0
,3644,.,87,817154000,3479.07,2944.41,56868627.26,104,9191328000000,16581600000,0,1817.04,2.083793
,3775,.,87,3216096000,16942.42,12819.13,164760214.1,180,29842685200000,35330496600,0,8883.9,2.046582
,3776,.,87,577684000,6581.31,4049.29,132840610.1,132,9627739000000,127034208000,0,3446.56,3.229879
,3788,.,87,1977266000,12047.74,6160.6,184199467.2,213,21189253800000,139711916400,0,6340.1,7.144432
,3796,.,87,1446463000,8178.42,6415.13,92009361.42,141,14877974800000,50568000000,0,4283.68,2.560088
,3936,.,87,1483797000,8659.29,6625.82,135931361.8,146,14194156800000,31467819600,0,4548.56,5.62624
,3945,.,87,510693000,4504.76,2843.4,78031616.78,79,6312638800000,11844000000,0,2377.28,0.684675
,3946,.,87,995971000,10505.9,6676.41,85083037.49,69,10608762400000,18950400000,0,5510.76,1.428886
,3947,.,87,4536204000,149876.56,30470.4,179131865.5,243,44001600000000,17552698800,0,78886.22,0.275358
,3948,.,87,5750396000,66719.13,26608.47,335113287,253,57664448000000,312503671200,0,35155.16,5.566703
,4054,.,87,900933000,10397.07,7080.5,51273896.76,61,9225399400000,4146576000,0,5466.44,0.291731
,4072,.,87,1173509000,31038.1,6754.36,118231873.6,164,13453714400000,84621600000,60193700000,16342.43,4.346196
,4158,.,87,3878468000,21191.6,21976.08,219097759.3,263,43761734600000,98094267600,0,12152.9,7.590959
,4162,.,87,4030948000,13194.27,15617.92,181147106.6,215,40286415000000,42046200000,89300000000,11394.48,5.283903
,6002,.,87,5259282000,20361.37,15338.89,367411330,365,50453061600000,410567514000,328765200000,10611.75,20.520893
,6004,.,87,7689740000,37830.13,29661.79,412503205.3,247,76479120600000,276557400000,0,89286.76,15.987155
,6016,.,87,2004101000,9023.68,7512,159050464,124,20590533600000,36028944000,0,33940.44,2.307056
,6017,.,87,4363426000,13846.98,10435.73,346897846.7,241,45976489600000,124643828400,0,38618.44,5.432745
,6095,.,87,4773020000,18737.49,20696.42,224601391.4,260,50886865600000,27902721000,0,10760.88,2.472271
,6139,.,87,7520394000,32193.33,50426.86,218450829.3,133,77262495400000,169932000000,0,18393.2,2.580926
,6146,.,87,14168303000,42702.4,42592.12,452460854.1,687,160037434400000,407458800000,0,98298.16,52.318082
,6147,.,87,11763245000,71621.34,38964.07,327108388.2,524,131798360800000,432381600000,0,63128.79,55.518192
,6155,.,87,5523395000,57405,19179.49,249095519.5,254,54087443400000,56964600000,0,30209.16,7.367696
,6178,.,87,4224102000,13203.53,14320.18,133215472.5,120,41079528000000,33072480000,0,6872.04,3.79548
,6193,.,87,6835370000,26310.3,28215.2,194157251.5,149,66972520000000,0,295107200000,15034.4,0
,6248,.,87,2656066000,11693.93,19794.32,204050921.8,114,30808133600000,100484080200,0,6655.19,2.545204
,6264,.,87,7384308000,35895.44,21039.59,318641156.1,252,68882115600000,228566923200,0,18841.14,17.68247
,8042,.,87,9484824000,60534.28,37842.99,275525709.8,182,86061469000000,274145684400,0,31777.97,14.110254
,8102,.,87,12582770000,367330.43,61643.54,488943357,367,126070975200000,132788993400,0,193312.28,13.287155
,8226,.,87,3429586000,39608.97,10423.26,175622483.4,163,33978076800000,20891152800,211048400000,20808,1.768247
,,,,,,,,,,,,,
,3,.,88,7756970000,49608.13,23653.6,360950597.7,454,74935440600000,49196536200,684468700000,26216.48,3.692778
,8,.,88,6752982000,68955,21101.87,338411015,546,66581747800000,159440173200,0,36264.55,8.216097
,470,.,88,3738748000,12990.84,17326.98,168764910.8,111,38999983200000,73568388600,0,7393.72,4.953473
,602,.,88,3976690000,20999.69,12158.42,228438443.4,124,39364275200000,180486343800,0,11043.2,8.738534
,641,.,88,5092423000,121406.2,23194.74,265335569.5,239,53581666000000,42004200000,693400000000,63937.3,5.432745
,708,.,88,5186062000,71844.55,23113.14,184612828.9,318,53566230800000,50206800000,0,37859.28,2.560088
,709,.,88,10054778000,95864.03,43807.88,302495275.7,504,98345771800000,42310800000,0,50373.71,5.432745
,728,.,88,5411953000,91884.07,17501.32,288040086.9,476,55353000800000,98209645800,0,48318.4,5.465491
,856,.,88,3289077000,23319.93,14061.88,186786402,160,32876552000000,44848419000,0,12268.8,3.293881
,861,.,88,3137054000,113050.28,26239.7,220075470.1,285,33601877400000,72705150000,0,59484.93,3.320673
,862,.,88,421959900,12482.79,2203.11,88827410.8,97,4671308000000,23247231000,0,6565.71,1.190739
,863,.,88,511910100,12012.87,1810.83,69486957.38,94,5436223400000,46160755200,0,6325.71,1.446748
,864,.,88,1373146000,32580.21,4799.72,133755148.7,146,14075383600000,329139757800,0,17113.88,42.101544
,876,.,88,4482961000,155048.37,39698.3,274651931.2,314,49669267400000,0,54932000000,81644.96,0
,879,.,88,3943263000,19351.14,20391.14,569199113.9,384,45812532400000,0,118900000000,11065.96,0
,887,.,88,4768062000,81382.37,15704.5,364434953.5,347,48868908800000,29221000200,0,42806.54,1.979603
,889,.,88,9623680800,241505.56,60461.71,347441215.6,266,97070712200000,89376000000,0,127088.09,4.524807
,983,.,88,9720055000,264064.63,64614.5,342242187.1,385,95965834200000,13708800000,0,139019.7,1.071665
,988,.,88,3974945000,60009.39,23194.25,334792241.4,334,38923076200000,206792086200,0,31581.34,18.2957
,991,.,88,689213000,14526.21,2601.94,114763740,96,7833467800000,137365200000,0,7628.36,7.055127
,994,.,88,9579248000,73025.83,28287.14,549382272.1,329,98264203200000,97494600000,0,93852.47,7.457001
,1004,.,88,145145144,4453.29,1114.82,65849832.88,67,2158826000000,43730400000,0,2339.11,3.393605
,1008,.,88,1886225900,43273.66,9776.48,147007320.5,160,20173876000000,121984800000,0,22756.48,12.62183
,1012,.,88,2242396100,61492.27,12091.36,103671577.3,83,24311327000000,7534800000,20220600000,32346.17,0.38699
,1047,.,88,1182098600,6381.97,8882.58,94440539.38,55,13926537400000,31164000000,0,3553.56,3.944322
,1250,.,88,1987676000,7439.84,7605.24,117742802,135,22170664200000,0,369818200000,8280.36,0
,1355,.,88,3371850000,62069.66,12116.19,130240779.1,153,35445047200000,60564000000,0,32686.69,6.132304
,1356,.,88,9713922000,89563.17,34306.69,393036867.5,233,97687891400000,195216000000,0,47130.8,19.766262
