TABLE,"QQ(kt,t,v)",,,Y1,Y2,Y3,X1,X2,X3,X4,X5,F1,F2
,1357,.,88,1017665000,21733.35,5369.1,73083523.78,108,11762844600000,12936000000,0,11499.24,1.309813
,1364,.,88,7003970000,15804.61,28021.76,347244946.8,500,72454648200000,225792000000,97067500000,103902.59,31.435502
,1570,.,88,577322000,4605.51,1919.22,59859867.04,66,6253038000000,36716400000,0,2412,2.768467
,1606,.,88,1144463000,10328.78,4563.81,38435351.68,68,11100048000000,11596620000,0,5433.88,0.714443
,1695,.,88,2081483000,13787.68,6330.75,150942324.6,174,20786666400000,60715200000,0,7224.69,11.919294
,1745,.,88,3472463000,20681.73,10157.29,360337751.7,383,34696228000000,198079778400,0,10849.1,13.05645
,1943,.,88,124811300,984.54,843.46,43924463.55,37,1600572200000,9996000000,0,568.87,1.26516
,2080,.,88,2033715000,7421.5,10479.98,109187219.7,162,23338891800000,37277721600,0,4190.7,2.857773
,2103,.,88,11462030000,248617.82,38167.16,536673764.9,467,115450797000000,313017600000,0,130808.1,40.485116
,2107,.,88,4160795000,69751.18,35152.47,207100427.1,258,43184912400000,28770000000,0,36756,3.721058
,2526,.,88,864055200,13463.54,3351.71,82078706,83,9358206400000,86885400000,0,7069.29,3.146527
,2527,.,88,1060196900,17231.73,3866.79,81118902.85,92,11142131200000,60417000000,0,9079.75,2.187982
,2535,.,88,2061936200,28030.27,6005.56,91468729.94,81,19425409000000,20714400000,0,14729.2,0.750165
,2549,.,88,4383073000,44823.18,19540.65,375085384.3,297,45421160600000,0,0,23574.37,0
,2554,.,88,3511270000,54022.68,10351.5,215668497,205,35339951000000,0,0,28398.61,0
,2642,.,88,1186626000,18232.55,3636.15,92865952.51,134,12734918600000,70711200000,0,9566.86,13.619074
,2706,.,88,2090494000,15641.02,8646.53,73024063.04,96,20658016800000,44465794800,0,8239.56,2.262404
,2718,.,88,1954904000,14576.19,5825.99,194881950.4,155,19527150600000,130039992600,0,7675.47,6.638368
,2721,.,88,1606025000,12390.35,4742.89,155672514.8,142,16021175400000,59431352400,0,6506.51,3.036384
,2727,.,88,6784931000,45333.9,18490.85,298099871.3,196,62400048200000,220428104400,0,23850.79,10.975634
,2790,.,88,390369800,2606.37,782.71,38146163.64,51,5161907400000,0,1065000000,3286.42,0
,2850,.,88,15325964000,190151.99,72138.65,484342351.6,548,152030812400000,70241833200,0,100179.72,6.075744
,2864,.,88,2272679800,61944.03,12443.1,209563580.4,270,26567335600000,24191680800,0,32630.13,2.360639
,2872,.,88,8240695000,302575.27,47860.38,371501957,342,79551130600000,187312574400,0,159168.95,11.910364
,2876,.,88,7636895000,216318.94,47410.55,294685578.7,337,73453728600000,25704000000,0,113842.71,2.009372
,3098,.,88,1820516000,4283.32,9581.83,222158242.6,230,20709530600000,122294440800,0,16099.25,6.303473
,3130,.,88,1080377000,15228.2,4434.29,108901168.5,95,12437162400000,204438465000,0,7988.84,26.419515
,3131,.,88,3652878000,58156.52,13857,196775081,136,37196108600000,282521400000,0,30593.02,36.540794
,3138,.,88,1532511000,21149.77,8107.16,140100647.2,168,17999855800000,77263078200,0,11123.52,4.731698
,3140,.,88,9326726000,126300.89,27725.15,294266209.5,215,93151145400000,353397601200,0,66432.96,9.049614
,3149,.,88,10066639000,122217.24,28649.53,294644538.5,194,95539722400000,332517805200,0,64300.63,8.498897
,3178,.,88,2085533000,31410.1,9414.22,89695292.34,83,21313606600000,17451000000,0,16565.19,1.339581
,3297,.,88,3910506000,35217.08,16493.35,131430273.8,92,38550959200000,277177861800,0,18495.34,10.414498
,3497,.,88,6908363000,54523.76,19594.13,179397148.7,245,75088825200000,0,467212800000,36335.13,0
,3644,.,88,966736000,4210.56,3524.55,57112949.3,102,11121105600000,12436200000,0,2208.06,2.656836
,3775,.,88,3660223000,19386.57,14964.63,165334204,179,34852105600000,41117504400,0,10157.69,8.64774
,3776,.,88,1056116000,6586.25,4317.84,132957650.9,133,10543815800000,138054806400,0,3477.79,3.512679
,3788,.,88,2329182000,13936.98,7047.28,187632342.3,203,24138583800000,107144263800,0,7309.29,6.328776
,3796,.,88,1080685000,7406.71,4809.93,96425305.1,143,11061357200000,47040000000,0,3888.41,2.381477
,3936,.,88,1877395000,11259.76,8200.27,136330541.8,145,18428291800000,22721567400,0,5925.13,0.812679
,3945,.,88,515722000,4498.73,2923.71,78127538.53,78,6456466400000,11844000000,0,2370.48,0.893054
,3946,.,88,1272721000,14482.26,8171.42,85587470.47,68,13375768200000,26649000000,0,7602.78,2.009372
,3947,.,88,4728797000,145194.5,31724.61,179623461.3,221,45873269200000,19707466800,0,76450.48,0.425689
,3948,.,88,6845560000,72969.03,31471.69,337049850.9,234,68319811200000,428755924800,0,38379.8,5.480375
,4054,.,88,1086347000,11372.33,8712.4,51688754.41,61,10943125200000,4738944000,0,5976.99,0.333407
,4072,.,88,1453027000,36127.56,8121.5,121067906.2,162,16127387000000,46368000000,256970800000,19015.74,2.619625
,4158,.,88,5651935000,27841.98,30290.32,221022121.9,253,62767584600000,85886043600,0,15902,6.653252
,4162,.,88,4729155000,25882.87,19111.6,182611924.3,216,48666998800000,30794400000,182100000000,20694.01,6.578831
,6002,.,88,6531350000,26643.24,19040.08,368323052.1,408,61902760200000,208222047600,388353700000,13949.44,15.254851
,6004,.,88,6349422000,33340.29,24256.95,415429392.3,247,64773938200000,365979600000,0,77894.02,27.595369
,6016,.,88,1895493000,8372.4,7112.58,159873272.1,132,19360004400000,38878156800,0,31487.94,2.935171
,6017,.,88,3812557000,32207.45,9486.43,348045877.5,238,41540266600000,139939699200,0,37101.43,5.318137
,6095,.,88,4631974000,16637.69,19612.62,225218918.4,222,48091337400000,36041182800,0,9412.56,2.768467
,6139,.,88,7664430000,30265.22,51122.88,218555621.7,132,81083097200000,144060000000,0,17291.88,2.187982
,6146,.,88,14981963000,52761.11,44663.25,454634136.1,661,169663947200000,297914400000,0,110660.41,38.252481
,6147,.,88,11779389000,68659.8,38531.65,327437455.5,499,133166204800000,481068000000,0,60097.61,61.76957
,6155,.,88,6665440000,66316.52,23155.7,249256320.2,246,63870703600000,70774200000,0,35040.06,9.153804
,6178,.,88,4275401000,14362.76,14529.56,132446552.3,114,41776776000000,33568302600,0,7553.52,3.865436
,6193,.,88,7119881000,26607.62,30952.14,195115569.9,148,72785176000000,0,325385800000,15255.84,0
,6248,.,88,3185399000,21216.17,22131.91,168972363.5,111,34284619800000,86554981800,0,12067.8,9.439581
,6264,.,88,6624004000,33129.48,19184.13,317828002.1,252,62172788400000,220349140200,0,17427.9,7.93925
,8042,.,88,12207651000,78030.36,48068.08,279700232.2,185,109683097200000,117225448200,0,40991.27,6.01323
,8102,.,88,12125976000,348315.73,59590.85,487924548.9,333,121670865600000,219867585000,0,183446.24,21.605954
,8226,.,88,3359994000,39032.1,10155.69,176219864.8,162,33255188400000,0,343968800000,20524.56,0
,,,,,,,,,,,,,
,3,.,89,9560898000,62100.54,29383.3,363531728.1,449,92103519000000,51843498000,626269100000,32706.28,3.149504
,8,.,89,5995896000,79133.08,19517.17,340486003.7,499,59053090200000,177268236600,0,41602.07,13.561025
,470,.,89,3751373000,12330.21,17392.46,169007397.3,110,38870600200000,60296838000,11325800000,6976.34,5.469956
,602,.,89,4799570000,24586.34,14170.07,228619335.5,124,46655430000000,161619528000,0,12873,12.368798
,641,.,89,4776028000,114869.82,21965.89,269153300.7,241,50262346000000,46032000000,403400000000,60468.51,5.953693
,708,.,89,4890145000,70442.89,22841.1,186137441.2,303,51786683400000,58963800000,0,37104.58,3.006615
,709,.,89,10418443000,101544.05,44764.08,303791141,468,100505155600000,45788400000,0,53353.94,5.879272
,728,.,89,5126324000,89832.46,16912.5,288612305.8,445,53793371600000,138944400000,0,47275.5,17.712238
,856,.,89,3183443000,22929.28,13734.43,188002383.3,161,31780307200000,48437659200,0,12056.92,2.668743
,861,.,89,3667461000,127543.95,30688.14,221268219,280,38757939200000,53799727800,0,67162.77,2.238589
,862,.,89,350691700,9624.13,1880.18,89165087.05,102,3969172400000,28583095800,0,5058.31,1.452701
,863,.,89,375903800,8639.37,1372.78,69814341.55,93,4146965800000,46051836600,0,4546.28,2.207332
,864,.,89,1021038400,24227.54,3633.04,133878657.8,146,10851309400000,177749812800,0,12722.98,18.98484
,876,.,89,3893783000,140995.02,35638.54,275875040,300,44119947600000,0,97967600000,74258.07,0
,879,.,89,3389653000,15946.04,18705.62,548246651.9,367,41813389200000,0,185900000000,9122.26,0
,887,.,89,5972716000,99836.54,20276.45,364880917.4,358,61906759000000,28561054200,0,52583.8,2.29366
,889,.,89,8772057100,227230.1,58885.78,347780428.8,263,89439059200000,109956000000,0,119528.68,5.566703
,983,.,89,9979551000,280215.95,65972.9,342378290.6,380,97850874200000,20563200000,0,147481.63,1.607497
,988,.,89,4525032000,70930.14,27026.38,336198662.9,338,44700730800000,258833979600,0,37281.5,26.078666
,991,.,89,594733000,12950.77,2307.06,118043030.6,100,6785012200000,65706946200,0,6822.52,4.036604
,994,.,89,9047050000,95092,28636.37,552322922.6,328,93517613800000,114033922800,0,95672.7,4.398291
,1004,.,89,124509350,3918.65,929.45,66034577.05,70,1796708800000,24742200000,0,2059.56,1.920066
,1008,.,89,2397921000,52097.29,12816.57,148267848.8,160,25441862600000,168592200000,0,27378.53,21.805402
,1012,.,89,2031470800,56766.13,11020.26,103767589.9,87,21914979400000,12751200000,18994500000,29910.76,0.654906
,1047,.,89,932278140,6254.88,6804.86,94579223.97,24,11035674400000,49392000000,0,3430.82,6.251378
,1250,.,89,2143731000,5001.11,8588.7,118548874.2,135,24125859800000,0,306942700000,5793.78,0
,1355,.,89,3301508000,58456.29,11587.09,130474604.7,159,34812813400000,65856000000,0,30743.96,6.668137
,1356,.,89,8050208000,99864.7,29235.85,394004927.3,237,84665565800000,169344000000,0,52525.21,17.146637
,1357,.,89,1044115000,21577.91,5468.9,73124553.2,109,11757050800000,9408000000,0,11381.08,0.952591
,1364,.,89,8199288000,192856.79,29390.9,347555300.5,492,77750317600000,249237408000,78720000000,101441.73,12.62183
,1570,.,89,577498000,4640.68,1927.02,60253775.25,66,6213802200000,33163200000,0,2429.97,2.500551
,1606,.,89,1094798000,9610.74,4450.36,38813916.51,67,10613271000000,9850272600,0,5056.25,0.607277
,1695,.,89,2371293000,14479.59,8052.02,151262648,167,24083797800000,95743200000,0,7608.48,18.307607
,1745,.,89,3239009000,19510.95,9971.87,360453058.9,366,33145905600000,110128431000,0,10262.5,7.107222
,1943,.,89,383298300,1702.91,2267.06,44086733.17,41,4507501200000,19404000000,0,964.52,2.455899
,2080,.,89,1711834800,6793.58,8423.79,110652892.9,162,18864790000000,58113287400,0,3901.16,4.183958
,2103,.,89,11457103000,243642.67,37961.15,538049240.3,478,114029828200000,272739600000,0,128258.7,35.275634
,2107,.,89,4651134000,78528.54,39229.28,207745432.7,248,47586629600000,43730400000,0,41365.02,5.656009
,2526,.,89,854100800,14065.85,3355.86,82716559.93,86,9387837200000,80791468800,0,7415.43,2.91731
,2527,.,89,1098739500,17740.21,4190.73,89770077.39,88,11578961600000,46777500000,0,9320.81,1.687872
,2535,.,89,2214644950,27741.58,6430.52,92691422.07,86,20868822600000,17459080800,0,14616.37,0.625138
,2549,.,89,5133424000,63085.68,23081,377547541.8,303,52670730200000,0,0,33156.49,0
,2554,.,89,3879084000,58445.84,10996.5,216683426.3,208,37980124400000,0,0,30808.47,0
,2642,.,89,1574059000,24344.6,4710.33,93338743.8,146,16504206800000,38253600000,0,12806.54,1.964719
,2706,.,89,2385586000,20716.72,9700.54,73213679.4,76,23431404400000,46906280400,0,10888.45,2.381477
,2718,.,89,2131198000,15449.14,6502.26,214048681.1,158,21629073200000,161579518800,0,8133.17,8.275634
,2721,.,89,1873734000,13826.61,5685.48,157143431.1,140,18967800000000,48768048000,0,7272,2.500551
,2727,.,89,9393025000,63258.34,25758.41,299900195.4,186,86164646600000,160182460200,0,33361.28,8.216097
,2790,.,89,471148600,3342.77,911.87,38296318.53,51,6157528600000,0,315000000,4509.42,0
,2850,.,89,16116501000,181606.1,75746.81,489474619.9,540,159040429400000,85467585000,0,95517.29,12.702205
,2864,.,89,2646918200,74041.45,14254.5,212798037.2,273,30399360000000,20775602400,0,38924.95,1.902205
,2872,.,89,8795149000,309588.3,52228.37,376762748.2,378,84645541600000,244488195000,0,162854.67,24.207718
,2876,.,89,7843229000,230668.06,49789.55,294746506,336,77033775200000,22848000000,0,121417.38,1.786108
,3098,.,89,2196999900,5236.33,11373.71,222732478.1,229,25034079000000,84193128600,0,19674.54,4.85226
,3130,.,89,1289103000,17374.2,5049.67,109887530.3,96,14504728800000,182554911000,0,9114.24,23.59151
,3131,.,89,3940098000,59579.69,14575.98,199723803.9,135,39248088000000,337184400000,0,31273.76,43.610805
,3138,.,89,1828656000,26108.24,9417.25,141650880.7,168,20956073600000,64841830200,0,13745.96,3.785061
,3140,.,89,9608158000,130181.49,28499.69,302758703.3,215,94120341600000,351722254800,0,68421.83,10.788093
,3149,.,89,9957695000,125890.13,28343.78,300701025.2,195,93676665400000,257599675200,0,66267.59,9.210364
,3178,.,89,2310944000,33693.66,10309.02,91759062.86,82,23139212600000,23268000000,0,17709.3,1.786108
,3297,.,89,3630891000,30092.75,16054.55,132284369.2,93,37416626600000,152791350600,0,15790.58,5.08892
,3497,.,89,7074298000,61383.8,20232.83,185808324.6,233,77186240800000,0,1071390000000,40862.16,0
